split,query_id,citation,present_as_text_reference,parent_count_global,parent_in_same_query_gold,same_query_gold_parents,sample_global_parents,status
train,train_0320,Art. 335 ZGB,True,16,False,,2A.457/2001 04.03.2002 E. A;5A_30/2025 E. 3;5A_401/2010 11.08.2010 E. 3;5A_669/2022 E. 4.3;5A_669/2022 E. 4.3.1;5A_669/2022 E. 4.6.2;5A_817/2009 11.02.2010 E. 1;5A_817/2009 11.02.2010 E. 2;5C.9/2001 18.05.2001 E. 2;5C.9/2001 18.05.2001 E. 3;5F_3/2024 E. 4.2;7B_207/2024 E. 1.4;7B_870/2024 E. 2.4;8C_716/2008 05.12.2008 E. A;9C_637/2022 E. 4.2;BGE 127 III 337 E. 2c,has_parents_but_none_in_same_query_gold
train,train_0320,Art. 154 IPRG,True,13,False,,2A.111/2004 15.07.2004 E. 6;2C_894/2013 E. 3.1;4A_329/2013 E. 3;4C.157/2003 02.11.2004 E. 2;4C.245/2001 23.11.2001 E. 2;4C.32/2001 07.05.2001 E. 3;4C.94/2005 14.09.2005 E. 2;5A_207/2024 E. 5.1.1;5A_89/2024 E. 4.1;5A_89/2024 E. 4.2;5A_963/2014 E. 5.2;5A_963/2014 E. 5.4.1;BGE 141 III 513 E. 5.4.1,has_parents_but_none_in_same_query_gold
train,train_0320,Art. 488 ZGB,True,7,False,,2C_242/2014 E. 2.2.2;2C_242/2014 E. 2.2.8;5A_377/2016 E. 3.4.2;5A_894/2013 E. 2;5C.53/2006 12.04.2007 E. 5;5C.54/2006 12.04.2007 E. 3;5C.9/2001 18.05.2001 E. 3,has_parents_but_none_in_same_query_gold
train,train_0320,Art. 493 ZGB,True,2,False,,2C_385/2020 E. 5.3.2;5A.29/2005 16.12.2005 E. 3,has_parents_but_none_in_same_query_gold
train,train_0321,Art. 21 Abs. 3 UEG,False,0,False,,,no_parent_edges_found
train,train_0323,Art. 335 ZGB,True,16,False,,2A.457/2001 04.03.2002 E. A;5A_30/2025 E. 3;5A_401/2010 11.08.2010 E. 3;5A_669/2022 E. 4.3;5A_669/2022 E. 4.3.1;5A_669/2022 E. 4.6.2;5A_817/2009 11.02.2010 E. 1;5A_817/2009 11.02.2010 E. 2;5C.9/2001 18.05.2001 E. 2;5C.9/2001 18.05.2001 E. 3;5F_3/2024 E. 4.2;7B_207/2024 E. 1.4;7B_870/2024 E. 2.4;8C_716/2008 05.12.2008 E. A;9C_637/2022 E. 4.2;BGE 127 III 337 E. 2c,has_parents_but_none_in_same_query_gold
train,train_0324,Art. 27 AIG,True,8,True,Art. 34 Abs. 5 AIG,2C_281/2024 E. 3.3;2C_5/2022 E. 2;2C_645/2021 E. 1;2C_948/2019 E. 2.2;2D_27/2024 E. 1.1;2D_6/2021 E. 2.2;2D_6/2021 E. 2.3;Art. 34 Abs. 5 AIG,parent_in_same_query_gold
train,train_0324,Art. 58a AIG,True,201,False,,1C_337/2019 E. 5.4;2C_100/2025 E. 4.2;2C_1018/2021 E. 8.2;2C_1024/2019 E. 4.1;2C_1040/2022 E. 2.1;2C_1040/2022 E. 2.3;2C_1043/2022 E. 4.1.1;2C_1043/2022 E. 4.1.2;2C_1046/2021 E. 4.1;2C_1056/2021 E. 4.3;2C_1056/2021 E. 4.3.2;2C_1057/2022 E. 1.3;2C_106/2023 E. 3.1;2C_1083/2019 E. 2.3;2C_115/2022 E. 5;2C_116/2024 E. 3.1;2C_12/2025 E. 6.2.1;2C_125/2021 E. 3;2C_133/2019 E. 4.1;2C_14/2024 E. 4.1,has_parents_but_none_in_same_query_gold
train,train_0324,Art. 62 Abs. 3 AIG,True,1,False,,2C_352/2023 E. 4.4,has_parents_but_none_in_same_query_gold
train,train_0325,Art. 66d StGB,True,94,False,,2C_136/2023 12.06.2023 E. 4.1;6B_1024/2019 E. 1.2.4;6B_1024/2019 E. 1.3.5;6B_1042/2021 E. 5.1;6B_1042/2021 E. 5.2;6B_1042/2021 E. 5.3.3;6B_1050/2020 E. 6;6B_1069/2023 E. 2.2.7;6B_1102/2020 E. 3.4.4;6B_1102/2020 E. 3.4.6;6B_1114/2022 E. 5.1.3;6B_1130/2021 E. 5.3;6B_1164/2023 E. 7.4.2;6B_1194/2020 E. 3.3;6B_1218/2023 E. 5.3.4;6B_1223/2022 E. 1.2.1;6B_1223/2022 E. 1.4;6B_1264/2021 E. 1.3.5;6B_1270/2020 E. 9.4;6B_1297/2023 E. 5.6.1,has_parents_but_none_in_same_query_gold
train,train_0326,Art. 97 OR,True,141,False,,1C_26/2008 18.06.2008 E. 2;2C_390/2016 06.11.2017 E. 5.3.1;2C_476/2025 E. 2.7;2C_574/2021 E. 4.3.1;4A_141/2022 E. 2;4A_148/2021 E. 4.4;4A_16/2012 02.05.2012 E. 4;4A_163/2021 E. 5;4A_187/2021 E. 3.1.1;4A_189/2012 02.10.2012 E. 5;4A_2/2020 E. 3.1;4A_2/2020 E. 3.4.5;4A_202/2019 E. 4.3;4A_216/2016 E. 3;4A_216/2016 E. 3.2;4A_217/2018 E. 4.4;4A_218/2021 E. 3.1.1;4A_232/2019 E. 3.4.2;4A_234/2014 E. 3.2;4A_237/2023 E. 5.4.2,has_parents_but_none_in_same_query_gold
train,train_0326,Art. 41 OR,True,556,False,,1A.128/2001 18.01.2002 E. 3;1A.203/2004 16.03.2005 E. 4;1A.228/2004 03.08.2005 E. 9;1A.230/2006 05.06.2007 E. 3;1A.270/1999 19.05.2000 E. 2;1B_39/2012 10.05.2012 E. 3.1;1B_41/2011 24.03.2011 E. 2.1;1B_460/2022 E. 2.3.2;1B_80/2019 E. 3.3;1C_406/2008 05.02.2009 E. 1.2;1C_502/2015 E. 5.3.4;1C_908/2013 E. 2.3;1P.119/2000 09.10.2000 E. 2;1P.126/2005 27.04.2005 E. 3;1P.14/2000 31.01.2000 E. 1;1P.164/2002 25.06.2002 E. 1;1P.176/2005 28.06.2005 E. 4;1P.18/2007 30.07.2007 E. 3.3;1P.188/2005 14.07.2005 E. 3;1P.189/2003 15.12.2003 E. 1,has_parents_but_none_in_same_query_gold
train,train_0326,Art. 423 OR,True,75,False,,2C_422/2018 E. 2.3;2C_422/2018 E. 2.4;2C_422/2018 E. 2.5;2C_422/2018 E. 3.1;2C_422/2018 E. 3.2;2C_949/2010 18.05.2011 E. 6;4A_145/2024 E. 1.2;4A_145/2024 E. 2.5;4A_145/2024 E. 2.6;4A_145/2024 E. 3;4A_145/2024 E. 4.1;4A_222/2020 E. 2.2;4A_258/2012 08.04.2013 E. 8;4A_274/2025 E. 3.3;4A_274/2025 E. 3.5;4A_274/2025 E. 3.6;4A_274/2025 E. 3.7;4A_305/2007 03.03.2008 E. 1;4A_305/2007 03.03.2008 E. 2;4A_305/2007 03.03.2008 E. 4,has_parents_but_none_in_same_query_gold
train,train_0327,Art. 34 Abs. 3 RPV,True,54,False,,1A.184/2006 15.02.2007 E. 3;1A.19/2001 22.08.2001 E. 3;1A.193/2001 06.05.2002 E. 4;1A.78/2006 01.12.2006 E. 2;1C_127/2009 02.09.2009 E. 2;1C_127/2009 02.09.2009 E. 4;1C_145/2019 E. 2.1;1C_227/2014 E. 2;1C_227/2014 E. 3.1;1C_227/2014 E. 4.5;1C_227/2014 E. 5.4;1C_233/2017 E. 6.2;1C_238/2021 E. 10.6;1C_240/2020 E. 2.1;1C_258/2018 E. 4.2;1C_258/2018 E. 5.2;1C_258/2018 E. 5.4;1C_262/2018 E. 3.1;1C_262/2018 E. 3.2;1C_262/2018 E. 3.6,has_parents_but_none_in_same_query_gold
train,train_0328,Art. 190 StGB,True,183,False,,1A.55/2000 30.06.2000 E. 3;1B_106/2014 E. 2.1;1B_194/2015 E. 3;1B_288/2022 E. 2;1B_578/2012 18.10.2012 E. 3;1B_642/2021 E. 4.2;1C_418/2012 07.01.2013 E. 2;1C_493/2020 E. 3.1;1P.228/2005 20.04.2005 E. 3;1P.288/2000 08.08.2000 E. A;1P.408/2003 30.10.2003 E. 5;1P.42/2000 15.02.2000 E. A;1P.567/2003 13.10.2003 E. 2;2C_1067/2019 E. 2.3.2;2C_114/2019 E. 5.1.2;6B_1027/2021 E. 2.3;6B_1037/2021 E. 3.3;6B_1037/2021 E. 6.2.1;6B_1037/2021 E. 6.3.1;6B_1050/2023 E. 3.3.2,has_parents_but_none_in_same_query_gold
train,train_0333,Art. 321c OR,True,58,False,,1P.190/2000 05.07.2000 E. 4;1P.190/2000 05.07.2000 E. B;4A_11/2016 E. 5;4A_207/2017 E. 2.1;4A_259/2010 02.09.2010 E. 2;4A_338/2011 14.12.2011 E. 2;4A_338/2011 14.12.2011 E. C;4A_38/2020 E. 4.1;4A_38/2020 E. 4.2;4A_42/2011 15.07.2011 E. 5;4C.110/2000 09.10.2000 E. 1;4C.110/2000 09.10.2000 E. 2;4C.110/2000 09.10.2000 E. 5;4C.133/2000 08.09.2000 E. 1;4C.133/2000 08.09.2000 E. 2;4C.133/2000 08.09.2000 E. 3;4C.142/2005 15.06.2006 E. 5;4C.219/2004 25.10.2004 E. 1;4C.219/2004 25.10.2004 E. 3;4C.237/2004 01.10.2004 E. 3,has_parents_but_none_in_same_query_gold
train,train_0333,Art. 12 ArG,True,7,False,,4A_258/2010 23.08.2010 E. 1;4A_259/2010 02.09.2010 E. 2;4A_285/2019 E. 6.2.2;4A_38/2020 E. 4.4.1;4C.337/2001 01.03.2002 E. 2;BGE 136 III 539 E. 2.3;C 219/00 20.08.2002 E. 2,has_parents_but_none_in_same_query_gold
train,train_0334,Art. 37m BankG,False,0,False,,,no_parent_edges_found
train,train_0338,Art. 3 AsylG,True,32,False,,1A.267/2005 14.12.2005 E. 3;1C_195/2012 15.10.2012 E. 7;1C_218/2014 E. 3.1;1C_314/2014 E. 6.1;1C_314/2014 E. 6.2;1C_354/2017 E. 3.1;1C_390/2012 E. 2;2A.280/1999 09.08.2000 E. 3;2A.548/2003 26.11.2003 E. 2;2C_214/2013 E. 3.2;2C_278/2021 E. 2.3;2C_315/2018 E. 2.2.3;2C_588/2019 E. 5.1;2C_766/2019 E. 7.1;5A_824/2014 E. 2;6B_1471/2021 E. 3.3.3;6B_2/2008 13.10.2008 E. 3;6B_2/2023 E. 1.4.3;6S.353/2005 08.12.2005 E. 3.4;8C_1031/2009 22.12.2010 E. 2,has_parents_but_none_in_same_query_gold
train,train_0339,Art. 1 OR,True,203,False,,1C_402/2008 25.05.2009 E. 5;1C_613/2015 10.08.2016 E. 3.3;1P.299/2005 14.12.2005 E. 1;2C_109/2017 E. 3.1;2C_539/2023 E. 5.3.3;2C_689/2022 E. 6.4;2C_734/2016 20.10.2016 E. 4.4.3;2C_734/2016 20.10.2016 E. 4.5.5;2C_828/2013 E. 5.4;2C_828/2013 E. 5.5.4;2C_857/2014 E. 5.4;4A_109/2008 16.04.2008 E. 4;4A_115/2020 E. 5.4;4A_125/2017 E. 4.2;4A_126/2021 E. 3.4;4A_127/2013 E. 6;4A_131/2017 E. 4.1;4A_131/2024 E. 3;4A_131/2024 E. 3.3.2;4A_152/2009 29.06.2009 E. 4,has_parents_but_none_in_same_query_gold
train,train_0339,Art. 31 OR,True,85,False,,1P.303/2004 23.09.2004 E. 3;2A.650/2006 30.05.2007 E. 2;4A_106/2012 25.06.2012 E. 2;4A_112/2013 E. 3;4A_166/2021 E. 4.3.2;4A_203/2017 E. 1;4A_297/2019 E. 5.3;4A_306/2018 E. 5.3.2;4A_340/2011 13.09.2011 E. 3;4A_343/2009 05.01.2010 E. A;4A_35/2020 E. B;4A_393/2018 E. 2.4.4;4A_398/2018 25.02.2019 E. 4.1;4A_398/2018 25.02.2019 E. 5.3;4A_464/2019 E. 3.2;4A_507/2023 E. 6.1;4A_524/2012 18.04.2013 E. 4;4A_533/2013 E. 5;4A_56/2008 08.10.2009 E. 8;4A_562/2010 03.05.2011 E. 4,has_parents_but_none_in_same_query_gold
train,train_0339,Art. 20 OR,True,200,False,,2A.230/1999 02.02.2000 E. 5.-;2A.399/2002 31.03.2003 E. 3;2A.425/2000 20.07.2001 E. 2;2C_1069/2015 E. 3.2;2C_1069/2015 E. 3.3;2C_12/2016 16.08.2016 E. 2.2.2;2C_16/2008 16.05.2008 E. 5;2C_17/2008 16.05.2008 E. 6;2C_390/2016 06.11.2017 E. 5.3.3;2C_529/2022 E. 4.6;2C_71/2010 22.09.2010 E. 1;2D_14/2024 E. 6.2.1;2D_14/2024 E. 6.2.2;4A_101/2011 06.09.2011 E. 2;4A_106/2012 25.06.2012 E. 1;4A_109/2018 E. 3;4A_131/2017 E. 4.1;4A_133/2012 28.06.2012 E. 2;4A_155/2015 E. 3;4A_155/2015 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0339,Art. 158 StGB,True,250,False,,1A.101/2000 18.07.2000 E. 4;1A.105/2000 18.07.2000 E. 4;1A.109/2000 18.07.2000 E. 3;1A.110/2000 18.07.2000 E. 5;1A.125/2006 10.08.2006 E. 2;1A.153/2004 07.09.2004 E. 4;1A.153/2004 07.09.2004 E. A;1A.153/2004 07.09.2004 E. B;1A.161/2005 12.07.2005 E. 2;1A.175/2004 25.11.2004 E. 2;1A.178/2006 19.01.2007 E. 2;1A.188/2005 24.10.2005 E. 2;1A.194/2005 18.08.2005 E. 3;1A.197/2000 21.07.2000 E. 2;1A.197/2000 21.07.2000 E. I;1A.199/2004 07.01.2005 E. 7;1A.24/2004 11.08.2004 E. 7;1A.247/1999 24.01.2000 E. 3;1A.257/2003 28.01.2004 E. 6;1A.268/2005 17.11.2005 E. 5,has_parents_but_none_in_same_query_gold
train,train_0339,Art. 26 OR,True,33,False,,1A.64/2005 25.05.2005 E. 3;4A_106/2020 E. 5.3;4A_192/2016 E. 6.2;4A_29/2022 E. 2.1;4A_29/2022 E. 2.5;4A_29/2022 E. 2.6.2;4A_343/2009 05.01.2010 E. 3;4A_398/2018 25.02.2019 E. 4.2;4A_461/2016 E. 3.4;4A_461/2016 E. 4.2;4A_461/2016 E. 4.3.1;4A_525/2009 15.03.2010 E. 3;4A_533/2013 E. 4.4;4A_87/2018 E. 5.4;4A_92/2021 E. 3.1;4A_97/2016 E. 2.5;4C.12/2002 14.05.2002 E. 4;4C.248/2006 03.10.2006 E. 2;4C.250/2006 03.10.2006 E. 2;4C.352/2002 21.02.2003 E. 6,has_parents_but_none_in_same_query_gold
train,train_0339,Art. 28 OR,True,147,False,,1B_41/2011 24.03.2011 E. 2.2;1C_19/2010 17.09.2010 E. 3;1P.126/2005 27.04.2005 E. 3;1P.126/2005 27.04.2005 E. 4;1P.126/2005 27.04.2005 E. 8;1P.126/2005 27.04.2005 E. D;1P.36/2002 29.04.2002 E. 1;1P.385/2006 17.11.2006 E. 5;1P.584/2006 22.12.2006 E. A;2A.621/2005 30.01.2006 E. 1;2A.621/2005 30.01.2006 E. 4;2C_122/2018 E. 4.1;2C_20/2021 19.11.2021 E. 1.4.2;2C_465/2012 29.10.2012 E. 2;2C_978/2012 04.05.2013 E. 5.2.2;4A_106/2008 15.05.2008 E. 6;4A_106/2020 E. 2.3.5;4A_106/2020 E. B;4A_112/2013 E. 3;4A_112/2013 E. 3.5,has_parents_but_none_in_same_query_gold
train,train_0341,Art. 3 AsylG,True,32,True,Art. 54 AsylG,1A.267/2005 14.12.2005 E. 3;1C_195/2012 15.10.2012 E. 7;1C_218/2014 E. 3.1;1C_314/2014 E. 6.1;1C_314/2014 E. 6.2;1C_354/2017 E. 3.1;1C_390/2012 E. 2;2A.280/1999 09.08.2000 E. 3;2A.548/2003 26.11.2003 E. 2;2C_214/2013 E. 3.2;2C_278/2021 E. 2.3;2C_315/2018 E. 2.2.3;2C_588/2019 E. 5.1;2C_766/2019 E. 7.1;5A_824/2014 E. 2;6B_1471/2021 E. 3.3.3;6B_2/2008 13.10.2008 E. 3;6B_2/2023 E. 1.4.3;6S.353/2005 08.12.2005 E. 3.4;8C_1031/2009 22.12.2010 E. 2,parent_in_same_query_gold
train,train_0343,Art. 47 StGB,True,529,False,,1B_199/2018 E. 5.2;1B_199/2020 E. 3.2;1B_322/2017 E. 2.2;1B_366/2010 22.11.2010 E. 5;1B_44/2009 16.03.2009 E. 5;1B_588/2011 23.02.2012 E. 8;1C_282/2011 27.09.2011 E. 2;1C_294/2011 25.10.2011 E. A;1C_4/2012 19.04.2012 E. 7;1C_61/2015 E. 2.4;2C_1157/2016 02.11.2017 E. 6.2;2C_188/2009 07.07.2009 E. 2;2C_298/2020 E. 11.1;2C_676/2010 15.04.2011 E. 3;2C_851/2011 15.08.2012 E. 3;2C_881/2019 E. 2.3;2D_49/2011 25.09.2012 E. 5.2;6B_1005/2017 E. 4.2.3;6B_1008/2010 08.09.2011 E. 5;6B_1021/2017 E. 2.1,has_parents_but_none_in_same_query_gold
train,train_0344,Art. 182 BV,True,13,False,,2A.63/2006 10.08.2006 E. 2;2C_345/2015 E. 5.3;2C_681/2015 20.07.2016 E. 5.2.7;2C_681/2023 E. 4.9.1;6B_147/2007 09.07.2007 E. 3;6B_375/2007 15.11.2007 E. 1;6B_435/2008 06.11.2008 E. 3;9C_519/2019 E. 3.3.2;BGE 133 IV 222 E. 3.1;BGE 133 V 105 E. 4.2;BGE 141 II 169 E. 3.5;BGE 142 II 451 E. 5.2.7.1;H 162/05 28.12.2006 E. 4,has_parents_but_none_in_same_query_gold
train,train_0346,Art. 37h BankG,True,4,False,,Art. 13 BIV-FINMA;Art. 15 Abs. 2 BIV-FINMA;Art. 18 Abs. 1 LiqV;Art. 20 Abs. 2 InsV-FINMA,has_parents_but_none_in_same_query_gold
train,train_0347,Art. 8 StGB,True,30,False,,1C_398/2024 E. 6.3;6B_1029/2021 E. 1.2.2;6B_1029/2021 E. 1.2.3;6B_1227/2021 E. 1.3;6B_123/2014 E. 2.3;6B_1233/2017 E. 1.3;6B_127/2013 E. 3.1;6B_127/2013 E. 4.2.1;6B_1390/2020 E. 2.2.2;6B_230/2011 11.08.2011 E. 10.3;6B_45/2021 E. 3.1;6B_508/2014 E. 4.1;6B_518/2014 E. 10.7.1;6B_587/2019 27.05.2020 E. 2.2;6B_587/2019 27.05.2020 E. 2.4;6B_653/2022 E. 1.2;6B_653/2022 E. 4;6B_653/2022 E. 5.1;6B_74/2011 13.09.2011 E. 2;6B_86/2009 29.10.2009 E. 2,has_parents_but_none_in_same_query_gold
train,train_0348,Art. 183 StGB,True,94,False,,1B_108/2015 E. 4;1B_12/2017 E. 2.3;1B_219/2010 20.07.2010 E. 4;1B_228/2008 02.09.2008 E. 3;1B_237/2017 E. 3.2;1B_399/2013 29.11.2013 E. 4.3;1B_46/2011 01.06.2011 E. 2;1B_465/2012 06.09.2012 E. 3;1B_514/2021 E. A;1C_137/2014 E. 2;1C_323/2016 E. 5.1;1C_355/2018 E. 4.1;1C_355/2018 E. 4.8;1C_479/2015 E. 3.2.1;1C_632/2013 E. A;1C_661/2013 E. 4;1C_746/2021 E. 2.2;1C_91/2007 23.10.2007 E. 2;1C_91/2007 23.10.2007 E. 2.3;1C_91/2007 23.10.2007 E. F,has_parents_but_none_in_same_query_gold
train,train_0348,Art. 184 StGB,True,33,False,,1B_108/2015 E. 3;1B_12/2017 E. 2.3;1B_32/2017 E. 3.2;1B_379/2009 19.01.2010 E. 4;1B_379/2009 19.01.2010 E. A;1B_385/2009 20.01.2010 E. 4;1B_385/2009 20.01.2010 E. A;1B_399/2013 29.11.2013 E. 4.3;1B_465/2012 06.09.2012 E. 3;6B_1078/2020 26.10.2022 E. 4.3.1;6B_1078/2020 26.10.2022 E. B;6B_123/2014 E. 4.4.1;6B_123/2014 E. 4.5.4;6B_375/2013 E. 4.3.1;6B_375/2013 E. 7.3.3;6B_454/2012 05.02.2013 E. 4;6B_454/2012 05.02.2013 E. 4.4;6B_602/2008 19.11.2008 E. 1;6B_602/2008 19.11.2008 E. A;6B_685/2007 05.03.2008 E. 4,has_parents_but_none_in_same_query_gold
train,train_0350,Art. 2 URG,True,36,False,,4A_104/2008 08.05.2008 E. 3;4A_104/2008 08.05.2008 E. 4;4A_115/2017 E. 2.6.1;4A_115/2017 E. C;4A_115/2020 E. 3.1;4A_115/2020 E. 5.2;4A_295/2014 E. 3.6.3;4A_404/2007 13.02.2008 E. 2;4A_472/2021 17.06.2022 E. 5.2;4A_472/2021 17.06.2022 E. 5.3;4A_472/2021 17.06.2022 E. 6.1.2;4A_491/2022 E. 6.2.1;4A_522/2010 25.11.2010 E. 9;4A_78/2011 02.05.2011 E. 2;4C.111/2002 19.04.2004 E. 2;4C.117/2003 05.09.2003 E. 3;4C.117/2003 05.09.2003 E. 4;4C.117/2003 05.09.2003 E. 5;4C.117/2003 05.09.2003 E. 9;4C.120/2002 19.08.2002 E. 2,has_parents_but_none_in_same_query_gold
train,train_0350,Art. 3 URG,True,2,False,,4C.121/2003 14.07.2003 E. 3;BGE 121 III 118 E. 2,has_parents_but_none_in_same_query_gold
train,train_0350,Art. 11 URG,True,9,False,,4A_423/2011 26.09.2011 E. 5;4C.393/2004 22.06.2005 E. 1;4C.393/2004 22.06.2005 E. 4;Art. 18 URG;Art. 24b Abs. 2 URG;BGE 131 III 480 E. 1.4;BGE 131 III 480 E. 4;BGE 131 III 480 E. 4.1;BGE 131 III 480 E. 4.2,has_parents_but_none_in_same_query_gold
train,train_0350,Art. 15 URG,False,0,False,,,no_parent_edges_found
train,train_0351,Art. 22 JStG,True,4,False,,1B_233/2013 E. 1;6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3;Art. 21 Abs. 1 JStG,has_parents_but_none_in_same_query_gold
train,train_0351,Art. 23 JStG,True,6,False,,1B_233/2013 E. 1;6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3;6B_677/2008 23.02.2009 E. A;6B_741/2013 E. B;Art. 12f Abs. 1 V-StGB-MStG-JStG,has_parents_but_none_in_same_query_gold
train,train_0351,Art. 24 JStG,True,2,False,,6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0351,Art. 25 JStG,True,9,False,,6B_538/2008 07.01.2009 E. 2;6B_538/2008 07.01.2009 E. 3;6B_641/2012 06.02.2013 E. 1;Art. 12f Abs. 1 V-StGB-MStG-JStG;Art. 16 Abs. 2 363;Art. 19 StReG;Art. 30 Abs. 2 StReG;Art. 38 Abs. 3 StReG;BGE 135 IV 87 E. 3.1,has_parents_but_none_in_same_query_gold
train,train_0352,Art. 969 ZGB,True,8,False,,5A.22/2000 29.03.2001 E. 2;5A_194/2013 E. 4.3;5A_222/2015 E. 2.2;5A_250/2018 E. 4;5A_611/2024 E. A;5A_707/2007 08.02.2008 E. 5;Art. 38 GBV;BGE 127 III 195 E. 2b,has_parents_but_none_in_same_query_gold
train,train_0352,Art. 976a ZGB,True,2,False,,5A_726/2021 E. 3.2;Art. 69 Abs. 4 GBV,has_parents_but_none_in_same_query_gold
train,train_0355,Art. 8 BV,True,2034,False,,12T_5/2017 E. 2;1A.1/2007 18.04.2007 E. 3;1A.130/2005 11.10.2005 E. B;1A.153/2004 07.09.2004 E. C;1A.159/2005 20.02.2006 E. 3.2;1A.162/2002 10.12.2002 E. 3;1A.166/2005 14.07.2005 E. 4;1A.187/2001 19.04.2002 E. 2;1A.193/2006 04.06.2007 E. 7;1A.198/2001 27.08.2002 E. 1;1A.214/2002 12.09.2003 E. 7;1A.214/2002 12.09.2003 E. 7.2;1A.225/2002 27.05.2003 E. D;1A.247/2005 25.10.2005 E. 8;1A.283/2004 05.08.2005 E. 3;1A.301/2000 28.05.2001 E. 3;1A.37/2004 13.07.2004 E. 5;1A.61/2006 11.12.2006 E. 8;1A.8/2004 17.12.2004 E. 4;1A.91/2003 06.06.2003 E. 1,has_parents_but_none_in_same_query_gold
train,train_0357,Art. 123 StGB,True,135,False,,1B_1/2020 E. 5.2;1B_102/2012 24.05.2012 E. 2.5;1B_12/2013 01.02.2013 E. 4;1B_123/2011 11.07.2011 E. 2;1B_174/2013 27.05.2013 E. 3;1B_236/2014 E. 4.1;1B_288/2019 E. 4.3;1B_400/2019 E. 2.1;1B_412/2021 E. 3.3.2;1B_422/2017 E. 3.3;1B_435/2011 13.09.2011 E. 3;1B_579/2011 01.11.2011 E. 3;1B_606/2011 16.11.2011 E. 2;1B_69/2008 26.03.2008 E. 1;1B_77/2014 E. 2.1;1B_8/2011 20.01.2011 E. 2.5;1B_82/2014 E. 3.2;1B_96/2008 06.05.2008 E. 3;1C_104/2022 E. A;1C_382/2012 10.10.2012 E. 2,has_parents_but_none_in_same_query_gold
train,train_0358,Art. 10 BV,True,308,False,,1A.104/1999 05.04.2000 E. 5;1A.208/2004 19.01.2005 E. 2;1A.23/2005 04.07.2005 E. 5;1A.280/2004 27.10.2005 E. 2;1B_141/2007 24.07.2007 E. 3;1B_153/2013 17.05.2013 E. 2;1B_169/2022 E. 4;1B_195/2008 24.07.2008 E. C;1B_229/2017 E. 1.5;1B_24/2021 E. 6.1;1B_251/2021 E. 4;1B_251/2021 E. 6;1B_281/2016 E. C;1B_32/2011 15.02.2011 E. 2;1B_34/2017 E. 2;1B_377/2022 E. 8.2.3;1B_378/2013 E. 3.3;1B_416/2019 E. 2.2;1B_416/2019 E. 2.3;1B_416/2019 E. 2.4,has_parents_but_none_in_same_query_gold
train,train_0358,Art. 13 BV,True,2239,False,,1A.104/1999 05.04.2000 E. 6;1A.214/2005 23.01.2006 E. 5;1A.23/2005 04.07.2005 E. 5;1B_101/2008 28.10.2008 E. 2;1B_101/2008 28.10.2008 E. 3;1B_103/2021 E. 3.2;1B_115/2016 E. 2.4.1;1B_116/2016 E. 2.4.1;1B_131/2015 E. 3;1B_134/2011 14.07.2011 E. 4;1B_146/2016 E. 2.1;1B_175/2013 E. 1.3;1B_175/2013 E. 4.2.3;1B_191/2018 E. 1.3;1B_191/2018 E. 2;1B_193/2017 E. 3.5.1;1B_206/2007 07.01.2008 E. 6;1B_229/2017 E. 1.5;1B_231/2013 E. 3.3;1B_231/2015 E. 2.3,has_parents_but_none_in_same_query_gold
train,train_0358,Art. 36 BV,True,1471,False,,1A.104/1999 05.04.2000 E. 6;1A.129/2002 09.04.2003 E. 3;1A.151/2001 16.07.2002 E. 5;1A.159/2005 20.02.2006 E. 2;1A.162/2002 10.12.2002 E. 3;1A.198/2002 21.08.2003 E. 3;1A.212/2006 31.05.2007 E. 4;1A.219/2005 28.02.2006 E. 2;1A.219/2005 28.02.2006 E. 3;1A.220/2006 16.03.2007 E. 4;1A.240/2002 13.05.2003 E. 2;1A.244/2000 08.11.2001 E. 8;1A.65/2002 30.07.2002 E. 8;1A.73/1999 07.06.2000 E. 2;1B_10/2008 30.01.2008 E. 5;1B_102/2011 22.03.2011 E. 2;1B_103/2014 E. 2.2;1B_103/2018 E. 2.3;1B_11/2022 E. 3.2;1B_11/2022 E. 3.4,has_parents_but_none_in_same_query_gold
train,train_0358,Art. 185 BV,True,16,False,,1B_265/2009 25.01.2010 E. 4;1B_265/2009 25.01.2010 E. D;1C_141/2022 E. 4.2;2A.86/2002 21.02.2003 E. 4;2C_127/2010 15.07.2011 E. 3.2;2C_465/2019 E. 5.4;2E_2/2016 E. 4;2F_36/2021 E. 1.3;5A_467/2020 E. 5.1;6B_722/2013 E. 3.3;9C_287/2022 E. 3.2;9C_3/2023 E. 2.2.3;BGE 129 II 193 E. 4.1;BGE 129 II 193 E. 4.2.2;BGE 137 II 431 E. 3.2.1;BGE 149 I 91 E. 4.2,has_parents_but_none_in_same_query_gold
