split,citation,mention_count_in_split,pattern_covered,family,subfamily,pattern,present_in_laws_de_source,present_in_laws_de_text,present_in_court_source,present_in_court_text,present_in_source_column_any,present_as_text_reference_any,present_in_any_extracted,text_reference_only_any
train,Art. 358 Abs. 2 ZPO,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 178 Abs. 4 IPRG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 32 Abs. 1 FINMAG,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 32 Abs. 2 FINMAG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 36 FINMAG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 37 FINMAG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 201 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 31 Abs. 2 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 210 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 620 Abs. 3 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 44 Abs. 1 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 216 OR,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 718 Abs. 1 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 718a OR,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 2 BetmG,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 19 Abs. 1 BetmG,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 11 Abs. 1 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 189 Abs. 1 ZPO,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 848 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 862 ZGB,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 862 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 862 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 842 Abs. 3 ZGB,3,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 849 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 849 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 852 ZGB,1,True,law,statute_article,statute_article,False,True,False,False,False,True,True,True
train,Art. 849 Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 846 Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 3 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 979 OR,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 1007 OR,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 842 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 101 Abs. 1 OR,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 399 Abs. 2 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 1 Abs. 2 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 39 Abs. 3 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 101 OR,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 44 OR,3,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 99 Abs. 2 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 272 Abs. 1 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 9 Abs. 1 JStG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 2 Abs. 2 JStG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 5 VwVG,6,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 31 VwVG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 1 Abs. 1 JStG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 11 Abs. 1 JStPO,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 11 Abs. 2 JStPO,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 26 BankG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 19a BetmG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 3 Abs. 1 OBG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 234 ZPO,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 69 Abs. 1 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 247 Abs. 1 ZPO,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 146 Abs. 1 StGB,3,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 179 StGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 138 StGB,3,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 399 Abs. 1 StPO,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 49 Abs. 2 StGB,3,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 48 Abs. 2 BVG,4,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 51a Abs. 5 BVG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 305 Abs. 1 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 305 Abs. 2 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 189 Abs. 4 BV,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 86 BGG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 33 VGG,3,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 11 Abs. 2 USG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 14 Abs. 1 LSV,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 15 URG,2,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 23 BVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 66 ATSG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 779b Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 779b Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 779a Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 958 ZGB,6,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 123 Abs. 4 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 963 ZGB,5,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 972 Abs. 1 ZGB,5,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 61 KVG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 61 Abs. 2 KVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 61 Abs. 3 KVG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 62 Abs. 1 KVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 11 Abs. 2 BankV,3,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 31 Abs. 3 LSV,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 2 USG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 7 Abs. 7 USG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 7 Abs. 2 USG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 285 StGB,3,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 10 Abs. 1 BV,10,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 10 Abs. 2 BV,16,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 80 SchKG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 372 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 82 Abs. 2 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 215 Abs. 1 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 462 ZGB,4,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 216 Abs. 1 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 216 Abs. 2 ZGB,6,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 241 Abs. 3 ZGB,7,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 473 ZGB,4,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 32 OR,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 33 OR,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 34 Abs. 3 OR,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 348b OR,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 462 OR,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 111 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 2 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 66a StGB,7,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 125 ZGB,5,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 527 ZGB,8,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 154 IPRG,6,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 335 ZGB,15,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 966 Abs. 1 ZGB,5,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 83 GBV,4,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 62 Abs. 1 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 46 Abs. 2 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 47 Abs. 1 GBV,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 47 Abs. 2 GBV,3,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 48 Abs. 1 GBV,4,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 51 GBV,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 84 GBV,1,True,law,statute_article,statute_article,False,True,False,False,False,True,True,True
train,Art. 84 Abs. 2 GBV,3,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 83 Abs. 2 GBV,4,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 47 Abs. 3 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 560 Abs. 1 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 656 Abs. 2 ZGB,6,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 132 Abs. 1 GBV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 133 Abs. 1 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 65 Abs. 1 GBV,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 559 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 963 Abs. 2 ZGB,5,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 51 Abs. 1 GBV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 90 Abs. 1 GBV,2,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 11 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 634 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 64 Abs. 1 GBV,7,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 86 Abs. 1 GBV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 730 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 64 GBV,1,True,law,statute_article,statute_article,False,True,False,False,False,True,True,True
train,Art. 7 VAV,1,True,law,statute_article,statute_article,False,True,False,False,False,True,True,True
train,Art. 70 Abs. 3 GBV,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 31 Abs. 1 JStPO,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 31 Abs. 2 JStPO,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 321 StGB,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 8 Abs. 2 BV,6,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 28a ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 52 Abs. 1 FINIG,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 52 FINIG,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 4a VStG,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 4 VStG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 4a Abs. 1 VStG,6,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 659 OR,5,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 4a Abs. 2 VStG,5,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 659 Abs. 2 OR,8,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 49 Abs. 1 GBV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 643 Abs. 1 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 718 OR,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 49 GBV,2,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 458 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 458 Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 459 Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 462 Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 763 OR,3,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 762 OR,3,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 512 Abs. 2 ZGB,4,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 501 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 501 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 37 Abs. 2 UVG,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 930 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 646 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 651 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 652 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 530 Abs. 1 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 545 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 548 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 549 ZGB,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 42 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 42 Abs. 2 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 49 StGB,4,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 53 NBG,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 2 MSchG,3,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 5 MSchG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 1 Abs. 1 LugÜ,4,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 60 LugÜ,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 23 LugÜ,4,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 23 Abs. 5 LugÜ,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 22 LugÜ,4,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 2 LugÜ,2,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 5 LugÜ,4,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 236 ZPO,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 357 OR,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 12 Abs. 2 BankV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 60 VVG,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 237 StGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 684 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 684 Abs. 2 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 474 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 475 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 90 Abs. 1 IPRG,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 18 IPRG,6,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 162 Abs. 1 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 9 UWG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 9 Abs. 1 UWG,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 10 Abs. 1 UWG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 23 UWG,3,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 18a EBG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 18k EBG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 177 StGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 332 StGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 42 StGB,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 42 Abs. 2 StGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 72 BV,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 546 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 1 Abs. 2 ZGB,6,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 321a Abs. 4 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 458 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 458 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 495 ZGB,3,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 495 Abs. 3 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 468 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 306 Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 488 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 488 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 489 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 489 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 490 Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 531 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 492 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 492 Abs. 3 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 492 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 487 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 490 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 482 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 27 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 482 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 335 Abs. 2 ZGB,4,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 482 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 322 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 322 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 325 ZGB,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 321 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 401 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 401 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 518 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 518 Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 81 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 493 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 335 Abs. 1 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 149a IPRG,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 488 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 493 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 21 Abs. 3 UEG,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 48a Abs. 1 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 48a Abs. 2 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 48 StGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 27 AIG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 34 Abs. 4 AIG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 34 Abs. 5 AIG,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 34 Abs. 2 AIG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 62 Abs. 1 VZAE,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 58a AIG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 58a Abs. 1 AIG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 62 Abs. 3 AIG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 66a Abs. 1 StGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 66d StGB,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 13 Abs. 2 MSchG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 97 OR,5,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 55 Abs. 2 MSchG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 423 OR,4,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 98 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 82 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 126 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 34 Abs. 3 RPV,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 190 StGB,4,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 147 Abs. 1 StPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 29 Abs. 2 BV,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 146 Abs. 4 StPO,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 153 Abs. 2 StPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 120 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 4 ATSG,4,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 21 Abs. 1 ATSG,3,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 321c OR,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 12 ArG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 37m BankG,2,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 14 ATSG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 66 Abs. 1 ATSG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 69 Abs. 1 ATSG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 682 Abs. 2 ZGB,4,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
